Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
2014-10-13,2014,10,13,15.180000000000001,5.9,10.559999999999999,0.0,0.0,0.0,0.0
2014-10-14,2014,10,14,22.24,13.14,17.7,1.3599999999999999,0.0,1.52,0.0
2014-10-15,2014,10,15,18.060000000000002,12.64,15.38,1.54,0.0,2.6199999999999997,0.0
2014-10-16,2014,10,16,19.119999999999997,11.96,15.579999999999998,12.279999999999998,0.0,19.080000000000002,0.0
2014-10-17,2014,10,17,16.279999999999998,11.44,13.879999999999999,0.1,0.0,0.1,0.0
2014-10-18,2014,10,18,12.7,4.68,8.72,0.0,0.0,0.0,0.0
2014-10-19,2014,10,19,9.219999999999999,2.6399999999999997,5.94,0.48,0.0,0.48,0.0
2014-10-20,2014,10,20,11.12,5.26,8.2,4.4799999999999995,0.0,7.6,0.0
2014-10-21,2014,10,21,11.16,6.640000000000001,8.92,1.48,0.0,2.38,0.0
2014-10-22,2014,10,22,13.3,4.08,8.719999999999999,0.0,0.0,0.0,0.0
2014-10-23,2014,10,23,16.48,5.78,11.139999999999999,0.04,0.0,0.04,0.0
2014-10-24,2014,10,24,14.34,4.2,9.28,0.0,0.0,0.0,0.0
2014-10-25,2014,10,25,16.56,7.88,12.26,0.0,0.0,0.0,0.0
2014-10-26,2014,10,26,12.440000000000001,4.94,8.719999999999999,0.0,0.0,0.0,0.0
2014-10-27,2014,10,27,11.459999999999999,1.8399999999999999,6.659999999999999,0.64,0.0,0.7,0.0
2014-10-28,2014,10,28,19.9,9.379999999999999,14.66,0.9600000000000002,0.0,1.6199999999999999,0.0
2014-10-29,2014,10,29,12.819999999999999,5.86,9.360000000000001,0.0,0.0,0.04,0.0
2014-10-30,2014,10,30,9.48,3.66,6.6,0.4,0.0,0.4,0.0
2014-10-31,2014,10,31,7.0,2.04,4.56,6.94,0.27999999999999997,12.44,0.0
2014-11-01,2014,11,1,3.7399999999999998,-0.3200000000000001,1.72,0.0,1.1400000000000001,1.7600000000000002,0.0
2014-11-02,2014,11,2,7.640000000000001,-2.04,2.82,0.04,0.0,0.04,0.0
2014-11-03,2014,11,3,13.52,2.08,7.8,0.04,0.0,0.13999999999999999,0.0
2014-11-04,2014,11,4,13.34,8.78,11.08,3.0,0.0,4.68,0.0
2014-11-05,2014,11,5,10.36,4.459999999999999,7.44,0.0,0.0,0.0,0.0
2014-11-06,2014,11,6,9.36,3.56,6.480000000000001,1.7,0.0,3.38,0.0
2014-11-07,2014,11,7,4.4,-1.14,1.6600000000000001,0.16,0.0,0.48,0.0
2014-11-08,2014,11,8,6.540000000000001,-1.7399999999999998,2.44,1.24,0.0,1.6,0.0
2014-11-09,2014,11,9,7.3,1.86,4.6,0.12,0.0,0.12,0.0
2014-11-10,2014,11,10,9.02,4.14,6.6,0.16,0.0,0.27999999999999997,0.0
2014-11-11,2014,11,11,,,,0.6799999999999999,0.0,0.72,0.0
2014-11-12,2014,11,12,7.859999999999999,0.8799999999999999,4.4,0.0,0.0,0.04,0.0
2014-11-13,2014,11,13,1.7200000000000002,-2.38,-0.31999999999999995,0.0,0.18,0.33999999999999997,0.0
2014-11-14,2014,11,14,2.48,-3.7,-0.62,0.0,0.0,0.04,0.0
2014-11-15,2014,11,15,3.38,-5.0200000000000005,-0.82,0.0,0.0,0.0,0.0
2014-11-16,2014,11,16,0.28,-1.6800000000000002,-0.72,0.0,1.54,1.8399999999999999,0.0
2014-11-17,2014,11,17,1.54,-4.8,-1.6599999999999997,0.0,3.34,6.279999999999999,2.8
2014-11-18,2014,11,18,-3.9,-8.48,-6.2,0.0,0.0,0.04,2.6
2014-11-19,2014,11,19,-0.5599999999999999,-9.120000000000001,-4.859999999999999,0.0,3.0,2.92,2.6
2014-11-20,2014,11,20,-2.32,-6.6,-4.48,0.0,0.0,0.0,4.2
2014-11-21,2014,11,21,-1.44,-9.24,-5.36,0.0,0.0,0.04,3.8
2014-11-22,2014,11,22,6.4799999999999995,-4.9399999999999995,0.78,0.6,0.0,1.3,2.6
2014-11-23,2014,11,23,9.78,3.9799999999999995,6.9,4.4,0.0,5.0600000000000005,0.0
2014-11-24,2014,11,24,,,,6.959999999999999,0.0,10.18,0.0
2014-11-25,2014,11,25,3.78,0.6799999999999999,2.26,0.0,0.0,0.0,0.0
2014-11-26,2014,11,26,,0.020000000000000018,,0.0,0.0,0.0,0.0
2014-11-27,2014,11,27,2.4,-3.6399999999999997,-0.64,0.0,0.16,0.24,0.0
2014-11-28,2014,11,28,-1.6,-6.58,-4.1,0.0,0.1,0.04,0.0
2014-11-29,2014,11,29,8.059999999999999,-4.04,2.02,0.0,0.0,0.0,0.0
2014-11-30,2014,11,30,12.819999999999999,3.5799999999999996,8.24,0.32,0.0,0.38,0.0
2014-12-01,2014,12,1,3.5200000000000005,-5.860000000000001,-1.1999999999999997,0.0,0.0,0.0,0.0
2014-12-02,2014,12,2,1.7399999999999998,-9.940000000000001,-4.119999999999999,0.0,0.6799999999999999,0.76,0.0
2014-12-03,2014,12,3,2.8200000000000003,-1.72,0.5599999999999999,0.0,0.13999999999999999,0.3,0.2
2014-12-04,2014,12,4,0.6,-4.32,-1.8800000000000001,0.0,0.0,0.0,0.0
2014-12-05,2014,12,5,3.2399999999999998,-3.34,-0.040000000000000036,0.0,0.0,0.0,0.0
2014-12-06,2014,12,6,5.819999999999999,-1.4,2.2199999999999998,0.0,0.0,0.0,0.0
2014-12-07,2014,12,7,-0.58,-6.5,-3.56,0.0,0.0,0.0,0.0
2014-12-08,2014,12,8,3.62,-3.04,0.3,0.0,0.0,0.0,0.0
2014-12-09,2014,12,9,4.4399999999999995,0.72,2.62,0.16,0.08,0.34,0.0
2014-12-10,2014,12,10,0.27999999999999997,-4.38,-2.0799999999999996,0.0,2.4,2.32,0.0
2014-12-11,2014,12,11,-2.42,-5.74,-4.1,0.0,10.0,12.28,5.2
2014-12-12,2014,12,12,2.82,-3.8,-0.52,0.0,0.0,2.16,11.6
2014-12-13,2014,12,13,2.46,0.5199999999999999,1.5000000000000002,0.0,0.0,0.0,10.4
2014-12-14,2014,12,14,3.9200000000000004,1.6200000000000003,2.8,0.36,0.04,0.5,5.2
2014-12-15,2014,12,15,3.9200000000000004,2.1,3.04,0.12,0.0,0.12,2.0
2014-12-16,2014,12,16,4.58,1.6199999999999999,3.12,2.2800000000000002,0.0,4.26,0.0
2014-12-17,2014,12,17,4.8,-0.08000000000000003,2.4,1.4,0.7,3.8400000000000007,0.0
2014-12-18,2014,12,18,0.019999999999999997,-4.040000000000001,-2.04,0.0,0.0,0.0,0.6
2014-12-19,2014,12,19,-0.45999999999999996,-5.5600000000000005,-3.04,0.0,0.0,0.0,0.6
2014-12-20,2014,12,20,0.38,-6.44,-3.06,0.0,0.0,0.0,0.2
2014-12-21,2014,12,21,2.54,-3.08,-0.27999999999999997,0.0,0.0,0.0,0.0
2014-12-22,2014,12,22,2.2199999999999998,,,0.0,0.0,0.0,0.0
2014-12-23,2014,12,23,6.220000000000001,0.43999999999999995,3.3600000000000003,1.4,0.0,1.4,0.0
2014-12-24,2014,12,24,10.040000000000001,5.1,7.58,4.52,0.0,7.140000000000001,0.0
2014-12-25,2014,12,25,6.0,3.5,4.78,0.06,0.0,0.18,0.0
2014-12-26,2014,12,26,6.840000000000001,0.8600000000000001,3.8600000000000003,0.0,0.0,0.0,0.0
2014-12-27,2014,12,27,9.66,2.12,5.92,0.12000000000000002,0.0,0.18,0.0
2014-12-28,2014,12,28,,,,0.0,0.0,0.0,0.0
2014-12-29,2014,12,29,0.45999999999999996,-4.779999999999999,-2.1799999999999997,0.0,0.0,0.0,0.0
2014-12-30,2014,12,30,-3.04,-7.56,-5.340000000000001,0.08,0.04,0.12000000000000002,0.0
2014-12-31,2014,12,31,-5.6,-8.84,-7.26,0.0,0.08,0.08,0.0
2015-01-01,2015,1,1,-1.44,-7.5200000000000005,-4.5,0.0,0.36,0.27999999999999997,0.0
2015-01-02,2015,1,2,-0.82,-5.840000000000001,-3.38,0.0,0.2,0.2,0.4
2015-01-03,2015,1,3,2.08,-6.180000000000001,-2.08,5.08,1.9200000000000004,11.0,0.2
2015-01-04,2015,1,4,4.38,-4.42,0.0,3.2,0.12000000000000002,6.04,0.6
2015-01-05,2015,1,5,-5.9399999999999995,-12.839999999999998,-9.419999999999998,0.0,0.2,0.24,0.2
2015-01-06,2015,1,6,-7.880000000000001,-12.839999999999998,-10.4,0.0,0.24000000000000005,0.16,0.2
2015-01-07,2015,1,7,-9.34,-18.580000000000002,-13.98,0.0,0.12000000000000002,0.18,0.4
2015-01-08,2015,1,8,-8.379999999999999,-16.26,-12.36,0.0,0.76,0.7999999999999999,0.4
2015-01-09,2015,1,9,-5.4,-12.5,-8.979999999999999,0.0,0.8400000000000001,0.72,1.2
2015-01-10,2015,1,10,-8.66,-15.1,-11.9,0.0,0.0,0.0,1.8
2015-01-11,2015,1,11,0.06,-10.88,-5.4399999999999995,0.0,0.5599999999999999,0.16,1.2
2015-01-12,2015,1,12,-0.31999999999999995,-13.819999999999999,-7.08,0.0,0.9600000000000002,0.9199999999999999,2.0
2015-01-13,2015,1,13,-10.440000000000001,-20.46,-15.48,0.0,0.0,0.04,2.0
2015-01-14,2015,1,14,-3.7399999999999998,-14.180000000000001,-8.98,0.0,0.0,0.0,1.6
2015-01-15,2015,1,15,-2.34,-12.32,-7.340000000000001,0.0,0.0,0.04,1.4
2015-01-16,2015,1,16,-3.44,-12.78,-8.14,0.0,0.5599999999999999,0.12000000000000002,1.4
2015-01-17,2015,1,17,3.72,,,0.04,0.2,0.16,1.4
2015-01-18,2015,1,18,4.96,-2.3600000000000003,1.32,0.96,0.04,1.36,0.8
2015-01-19,2015,1,19,0.2,-7.980000000000001,-3.9,0.0,0.04,0.04,0.0
2015-01-20,2015,1,20,-5.779999999999999,-12.86,-9.34,0.0,0.0,0.0,0.0
2015-01-21,2015,1,21,-3.06,-13.34,-8.24,0.0,0.0,0.0,0.0
2015-01-22,2015,1,22,0.33999999999999997,-9.120000000000001,-4.42,0.0,0.0,0.0,0.0
2015-01-23,2015,1,23,1.4,-4.58,-1.6199999999999999,0.0,0.0,0.0,0.0
2015-01-24,2015,1,24,0.74,-5.279999999999999,-2.2800000000000002,0.08,0.08,0.12000000000000002,0.0
2015-01-25,2015,1,25,-3.44,-12.500000000000002,-7.980000000000001,0.0,0.0,0.0,0.0
2015-01-26,2015,1,26,-7.619999999999999,-14.080000000000002,-10.879999999999999,0.0,0.36,0.16,0.0
2015-01-27,2015,1,27,-5.5600000000000005,-12.0,-8.820000000000002,0.0,0.24,0.24000000000000005,0.6
2015-01-28,2015,1,28,-0.8399999999999999,-13.180000000000001,-7.040000000000001,0.0,0.0,0.0,0.2
2015-01-29,2015,1,29,0.34,-6.24,-2.98,0.13999999999999999,4.1,5.92,0.2
2015-01-30,2015,1,30,-3.08,-14.5,-8.819999999999999,0.0,0.0,0.04,4.0
2015-01-31,2015,1,31,-2.42,-17.44,-9.959999999999999,0.0,0.0,0.0,3.2
2015-02-01,2015,2,1,-3.7399999999999998,-14.02,-8.9,0.0,7.4,7.4799999999999995,3.0
2015-02-02,2015,2,2,-10.92,-15.559999999999999,-13.26,0.0,3.4,4.299999999999999,13.0
2015-02-03,2015,2,3,-4.2,-14.98,-9.6,0.0,0.44000000000000006,0.36,12.6
2015-02-04,2015,2,4,-1.1199999999999999,-8.74,-4.96,0.0,0.8400000000000001,0.9199999999999999,11.2
2015-02-05,2015,2,5,-8.66,-14.86,-11.779999999999998,0.0,0.2,0.08,11.4
2015-02-06,2015,2,6,-3.72,-12.24,-8.0,0.0,0.8,0.64,11.2
2015-02-07,2015,2,7,-2.4,-7.659999999999999,-5.04,0.0,3.4799999999999995,4.819999999999999,10.8
2015-02-08,2015,2,8,-8.16,-12.64,-10.419999999999998,0.0,1.8,1.0,13.0
2015-02-09,2015,2,9,-9.239999999999998,-13.16,-11.24,0.0,0.0,0.6,14.0
2015-02-10,2015,2,10,-3.9599999999999995,-10.46,-7.219999999999999,0.0,0.0,0.0,13.6
2015-02-11,2015,2,11,-1.78,-8.98,-5.42,0.0,1.22,0.8800000000000001,11.2
2015-02-12,2015,2,12,-4.3,-18.2,-11.28,0.0,0.06,0.1,11.6
2015-02-13,2015,2,13,-8.3,-22.56,-15.459999999999999,0.0,0.38,0.25999999999999995,11.4
2015-02-14,2015,2,14,-6.3,-18.82,-12.580000000000002,0.0,0.52,0.42000000000000004,11.8
2015-02-15,2015,2,15,-19.26,-25.76,-22.54,0.0,0.0,0.04,11.6
2015-02-16,2015,2,16,-12.22,-23.8,-18.020000000000003,0.0,0.0,0.0,11.2
2015-02-17,2015,2,17,-7.94,-16.48,-12.24,0.0,0.0,0.0,10.6
2015-02-18,2015,2,18,-7.720000000000001,-14.8,-11.280000000000001,0.0,0.76,0.5399999999999999,10.2
2015-02-19,2015,2,19,-14.34,-20.919999999999998,-17.66,0.0,0.0,0.0,10.6
2015-02-20,2015,2,20,-11.919999999999998,-22.4,-17.160000000000004,0.0,0.2,0.12000000000000002,10.6
2015-02-21,2015,2,21,-6.94,-14.74,-10.86,0.0,5.6,5.46,11.0
2015-02-22,2015,2,22,-3.3200000000000003,-17.12,-10.24,0.0,0.27999999999999997,0.32,15.2
2015-02-23,2015,2,23,-14.280000000000001,-21.14,-17.72,0.0,0.0,0.0,15.4
2015-02-24,2015,2,24,-8.0,-19.139999999999997,-13.580000000000002,0.0,0.04,0.08,15.0
2015-02-25,2015,2,25,-7.82,-15.280000000000001,-11.579999999999998,0.0,0.0,0.0,14.0
2015-02-26,2015,2,26,-9.559999999999999,-17.52,-13.580000000000002,0.0,0.0,0.0,13.8
2015-02-27,2015,2,27,-9.02,-20.6,-14.819999999999999,0.0,0.0,0.0,13.8
2015-02-28,2015,2,28,-4.4,-17.619999999999997,-11.040000000000001,0.0,0.0,0.0,13.6
2015-03-01,2015,3,1,-3.08,-12.56,-7.840000000000001,0.0,0.0,0.0,12.4
2015-03-02,2015,3,2,-1.98,-10.2,-6.12,0.0,0.08,0.08,11.6
2015-03-03,2015,3,3,-0.11999999999999993,-13.4,-6.779999999999999,0.5999999999999999,1.9600000000000002,4.42,11.2
2015-03-04,2015,3,4,0.6599999999999999,-9.919999999999998,-4.66,0.0,0.0,0.42000000000000004,11.8
2015-03-05,2015,3,5,-9.16,-15.9,-12.540000000000001,0.0,0.0,0.0,11.8
2015-03-06,2015,3,6,-4.859999999999999,-17.7,-11.320000000000002,0.0,0.0,0.0,8.2
2015-03-07,2015,3,7,-0.78,-6.779999999999999,-3.8,0.0,0.32,0.2,11.2
2015-03-08,2015,3,8,2.54,-5.359999999999999,-1.42,0.0,0.0,0.0,11.2
2015-03-09,2015,3,9,6.040000000000001,-2.12,1.9799999999999998,0.0,0.0,0.0,10.8
2015-03-10,2015,3,10,5.0,-3.4799999999999995,0.7600000000000001,0.0,0.0,0.0,8.8
2015-03-11,2015,3,11,8.360000000000001,1.1199999999999999,4.76,0.0,0.0,0.1,6.8
2015-03-12,2015,3,12,3.6399999999999997,-2.3600000000000003,0.68,0.0,0.0,0.0,4.6
2015-03-13,2015,3,13,4.32,-1.8800000000000001,1.24,0.0,0.0,0.0,3.4
2015-03-14,2015,3,14,5.619999999999999,0.8400000000000001,3.2399999999999998,0.08,0.0,0.38,2.6
2015-03-15,2015,3,15,6.5,-0.24000000000000005,3.1399999999999997,0.0,0.0,0.0,1.6
2015-03-16,2015,3,16,9.459999999999999,-0.44000000000000006,4.54,1.12,0.0,2.08,1.0
2015-03-17,2015,3,17,5.1,-3.2,0.9800000000000001,0.2,0.04,0.4,0.2
2015-03-18,2015,3,18,2.68,-5.76,-1.5399999999999998,0.0,0.0,0.0,0.0
2015-03-19,2015,3,19,2.1799999999999997,-7.220000000000001,-2.54,0.0,0.0,0.0,0.0
2015-03-20,2015,3,20,7.4799999999999995,-1.42,3.04,0.9199999999999999,0.0,0.9199999999999999,0.0
2015-03-21,2015,3,21,6.279999999999999,-4.359999999999999,1.0,1.3599999999999999,0.04,2.9,0.0
2015-03-22,2015,3,22,-1.5799999999999998,-10.1,-5.880000000000001,0.0,0.12000000000000002,0.08,0.0
2015-03-23,2015,3,23,-2.88,-11.280000000000001,-7.1,0.0,0.0,0.0,0.0
2015-03-24,2015,3,24,2.16,-9.36,-3.6400000000000006,0.0,0.0,0.0,0.0
2015-03-25,2015,3,25,6.24,-3.94,1.16,1.8800000000000001,0.0,2.98,0.0
2015-03-26,2015,3,26,5.58,0.5800000000000001,3.1,0.16,0.0,0.74,0.0
2015-03-27,2015,3,27,0.5199999999999999,-7.159999999999999,-3.34,0.0,0.0,0.0,0.0
2015-03-28,2015,3,28,-1.04,-10.8,-5.9399999999999995,0.0,0.0,0.0,0.0
2015-03-29,2015,3,29,5.58,-8.620000000000001,-1.5399999999999998,0.08,0.0,0.08,0.0
2015-03-30,2015,3,30,7.720000000000001,-1.8399999999999999,2.96,0.08,0.0,0.08,0.0
2015-03-31,2015,3,31,6.08,-2.7800000000000002,1.6800000000000002,0.0,0.0,0.0,0.0
2015-04-01,2015,4,1,7.06,-3.28,1.9199999999999995,0.0,0.0,0.0,0.0
2015-04-02,2015,4,2,15.0,1.1400000000000001,8.1,2.4799999999999995,0.0,3.7199999999999998,0.0
2015-04-03,2015,4,3,14.059999999999999,1.6,7.859999999999999,2.4,0.0,3.4199999999999995,0.0
2015-04-04,2015,4,4,5.9399999999999995,-1.08,2.46,0.0,1.08,1.2,0.4
2015-04-05,2015,4,5,2.34,-2.44,-0.06000000000000001,0.0,0.0,0.08,1.0
2015-04-06,2015,4,6,,-0.4800000000000001,,0.0,0.0,0.0,0.0
2015-04-07,2015,4,7,8.16,0.9799999999999999,4.58,0.16,0.0,0.16,0.0
2015-04-08,2015,4,8,3.62,1.22,2.44,9.040000000000001,0.0,15.4,0.0
2015-04-09,2015,4,9,9.68,1.4600000000000002,5.6,8.059999999999999,0.0,12.459999999999999,0.0
2015-04-10,2015,4,10,16.580000000000002,4.22,10.4,0.9199999999999999,0.0,1.8199999999999998,0.0
2015-04-11,2015,4,11,11.4,2.44,6.959999999999999,0.0,0.0,0.0,0.0
2015-04-12,2015,4,12,17.52,0.8400000000000001,9.2,0.0,0.0,0.0,0.0
2015-04-13,2015,4,13,21.5,4.54,13.040000000000001,3.2,0.0,4.58,0.0
2015-04-14,2015,4,14,17.4,2.6599999999999997,10.059999999999999,0.0,0.0,0.0,0.0
2015-04-15,2015,4,15,15.179999999999998,4.0,9.620000000000001,0.0,0.0,0.0,0.0
2015-04-16,2015,4,16,15.160000000000002,2.9,9.06,0.8400000000000001,0.0,1.14,0.0
2015-04-17,2015,4,17,21.06,7.4,14.24,0.0,0.0,0.1,0.0
2015-04-18,2015,4,18,19.96,5.5200000000000005,12.76,0.0,0.0,0.0,0.0
2015-04-19,2015,4,19,12.36,3.5799999999999996,8.0,8.440000000000001,0.0,11.879999999999999,0.0
2015-04-20,2015,4,20,15.440000000000001,4.5,10.0,8.8,0.0,18.82,0.0
2015-04-21,2015,4,21,10.48,3.8600000000000003,7.18,2.4799999999999995,0.0,4.5,0.0
2015-04-22,2015,4,22,8.34,0.42000000000000004,4.42,0.43999999999999995,0.08,0.58,0.0
2015-04-23,2015,4,23,3.0,-0.8400000000000001,1.1,0.0,0.0,0.0,0.0
2015-04-24,2015,4,24,7.6,-1.7399999999999998,2.96,0.0,0.0,0.0,0.0
2015-04-25,2015,4,25,10.62,-1.6,4.54,0.0,0.0,0.0,0.0
2015-04-26,2015,4,26,12.459999999999999,2.54,7.5200000000000005,0.0,0.0,0.0,0.0
2015-04-27,2015,4,27,13.16,4.54,8.879999999999999,0.04,0.0,0.04,0.0
2015-04-28,2015,4,28,18.66,5.279999999999999,12.0,0.0,0.0,0.0,0.0
2015-04-29,2015,4,29,19.18,6.419999999999999,12.819999999999999,0.0,0.0,0.0,0.0
2015-04-30,2015,4,30,17.060000000000002,6.08,11.62,0.0,0.0,0.0,0.0
2015-05-01,2015,5,1,21.02,7.58,14.319999999999999,0.0,0.0,0.0,0.0
2015-05-02,2015,5,2,21.98,7.68,14.86,0.0,0.0,0.0,0.0
2015-05-03,2015,5,3,25.16,8.14,16.68,0.0,0.0,0.0,0.0
2015-05-04,2015,5,4,22.96,10.62,16.82,0.16,0.0,0.38,0.0
2015-05-05,2015,5,5,16.380000000000003,7.140000000000001,11.78,0.0,0.0,0.0,0.0
2015-05-06,2015,5,6,,6.34,,0.0,0.0,0.0,0.0
2015-05-07,2015,5,7,22.9,8.440000000000001,15.680000000000001,0.0,0.0,0.0,0.0
2015-05-08,2015,5,8,25.14,10.7,17.96,0.76,0.0,0.76,0.0
2015-05-09,2015,5,9,27.139999999999997,12.7,19.96,5.2,0.0,5.26,0.0
2015-05-10,2015,5,10,,,,2.5199999999999996,0.0,3.0599999999999996,0.0
2015-05-11,2015,5,11,19.419999999999998,12.3,15.88,3.1999999999999997,0.0,5.38,0.0
2015-05-12,2015,5,12,17.060000000000002,8.48,12.78,0.0,0.0,0.0,0.0
2015-05-13,2015,5,13,14.2,5.86,10.040000000000001,0.0,0.0,0.0,0.0
2015-05-14,2015,5,14,17.48,4.02,10.780000000000001,0.0,0.0,0.0,0.0
2015-05-15,2015,5,15,14.7,8.08,11.419999999999998,0.2,0.0,0.3,0.0
2015-05-16,2015,5,16,25.04,11.080000000000002,18.08,0.04,0.0,0.04,0.0
2015-05-17,2015,5,17,22.240000000000002,12.1,17.22,0.0,0.0,0.0,0.0
2015-05-18,2015,5,18,26.5,13.26,19.92,0.0,0.0,0.0,0.0
2015-05-19,2015,5,19,19.18,6.1,12.680000000000001,0.0,0.0,0.0,0.0
2015-05-20,2015,5,20,16.16,3.56,9.879999999999999,0.0,0.0,0.0,0.0
2015-05-21,2015,5,21,19.68,7.74,13.719999999999999,0.0,0.0,0.0,0.0
2015-05-22,2015,5,22,15.3,5.2,10.280000000000001,0.0,0.0,0.0,0.0
2015-05-23,2015,5,23,20.6,2.18,11.420000000000002,0.0,0.0,0.0,0.0
2015-05-24,2015,5,24,26.620000000000005,10.440000000000001,18.56,0.2,0.0,0.2,0.0
2015-05-25,2015,5,25,25.72,15.36,20.58,0.13999999999999999,0.0,0.13999999999999999,0.0
2015-05-26,2015,5,26,27.24,17.22,22.259999999999998,0.0,0.0,0.0,0.0
2015-05-27,2015,5,27,25.880000000000003,16.36,21.16,0.0,0.0,0.0,0.0
2015-05-28,2015,5,28,25.7,14.680000000000001,20.220000000000002,0.0,0.0,0.0,0.0
2015-05-29,2015,5,29,24.060000000000002,13.660000000000002,18.88,0.0,0.0,0.0,0.0
2015-05-30,2015,5,30,28.0,12.2,20.12,22.839999999999996,0.0,27.339999999999996,0.0
2015-05-31,2015,5,31,11.940000000000001,7.380000000000001,9.68,10.879999999999999,0.0,19.04,0.0
2015-06-01,2015,6,1,16.04,8.26,12.180000000000001,0.0,0.0,0.0,0.0
2015-06-02,2015,6,2,18.26,8.1,13.219999999999999,0.0,0.0,0.0,0.0
2015-06-03,2015,6,3,18.36,8.48,13.439999999999998,0.0,0.0,0.0,0.0
2015-06-04,2015,6,4,21.5,10.440000000000001,16.0,0.0,0.0,0.0,0.0
2015-06-05,2015,6,5,24.240000000000002,12.459999999999999,18.38,6.32,0.0,12.559999999999999,0.0
2015-06-06,2015,6,6,17.580000000000002,9.84,13.74,0.0,0.0,0.0,0.0
2015-06-07,2015,6,7,20.0,8.26,14.16,8.24,0.0,10.6,0.0
2015-06-08,2015,6,8,22.54,15.660000000000002,19.119999999999997,11.440000000000001,0.0,18.099999999999998,0.0
2015-06-09,2015,6,9,22.439999999999998,,,0.64,0.0,1.52,0.0
2015-06-10,2015,6,10,27.46,12.16,19.84,3.62,0.0,11.219999999999999,0.0
2015-06-11,2015,6,11,24.0,12.86,18.46,0.76,0.0,0.76,0.0
2015-06-12,2015,6,12,18.139999999999997,14.5,16.36,6.040000000000001,0.0,9.040000000000001,0.0
2015-06-13,2015,6,13,22.9,14.76,18.86,0.0,0.0,0.0,0.0
2015-06-14,2015,6,14,19.12,14.919999999999998,17.06,2.16,0.0,3.6399999999999997,0.0
2015-06-15,2015,6,15,24.860000000000003,16.14,20.5,3.12,0.0,3.12,0.0
2015-06-16,2015,6,16,26.6,16.3,21.46,7.519999999999999,0.0,15.780000000000001,0.0
2015-06-17,2015,6,17,21.1,14.239999999999998,17.699999999999996,0.0,0.0,0.0,0.0
2015-06-18,2015,6,18,26.639999999999997,13.260000000000002,19.999999999999996,0.0,0.0,0.0,0.0
2015-06-19,2015,6,19,20.360000000000003,14.059999999999999,17.240000000000002,0.0,0.0,0.0,0.0
2015-06-20,2015,6,20,22.18,11.04,16.619999999999997,0.0,0.0,0.0,0.0
2015-06-21,2015,6,21,27.76,16.3,22.06,0.0,0.0,0.0,0.0
2015-06-22,2015,6,22,26.060000000000002,15.88,21.0,18.48,0.0,26.439999999999998,0.0
2015-06-23,2015,6,23,25.979999999999997,16.14,21.080000000000002,0.72,0.0,1.3,0.0
2015-06-24,2015,6,24,25.4,13.48,19.46,0.0,0.0,0.0,0.0
2015-06-25,2015,6,25,22.04,15.440000000000001,18.759999999999998,2.4799999999999995,0.0,2.4799999999999995,0.0
2015-06-26,2015,6,26,23.04,14.36,18.7,0.0,0.0,0.0,0.0
2015-06-27,2015,6,27,19.060000000000002,13.12,16.1,20.56,0.0,34.720000000000006,0.0
2015-06-28,2015,6,28,16.22,12.219999999999999,14.26,5.9799999999999995,0.0,11.620000000000001,0.0
2015-06-29,2015,6,29,24.0,14.12,19.080000000000002,0.0,0.0,0.0,0.0
2015-06-30,2015,6,30,19.32,14.180000000000001,16.779999999999998,0.04,0.0,0.04,0.0
2015-07-01,2015,7,1,23.22,14.74,19.0,0.0,0.0,0.0,0.0
2015-07-02,2015,7,2,21.32,13.180000000000001,17.279999999999998,0.0,0.0,0.0,0.0
2015-07-03,2015,7,3,22.76,10.66,16.720000000000002,0.0,0.0,0.0,0.0
2015-07-04,2015,7,4,24.46,11.540000000000001,18.02,0.0,0.0,0.0,0.0
2015-07-05,2015,7,5,26.279999999999994,15.0,20.66,0.0,0.0,0.0,0.0
2015-07-06,2015,7,6,26.179999999999996,16.28,21.28,0.0,0.0,0.0,0.0
2015-07-07,2015,7,7,27.639999999999997,16.259999999999998,21.96,7.12,0.0,10.9,0.0
2015-07-08,2015,7,8,21.439999999999998,13.419999999999998,17.439999999999998,0.0,0.0,0.0,0.0
2015-07-09,2015,7,9,22.880000000000003,14.5,18.720000000000002,0.0,0.0,0.0,0.0
2015-07-10,2015,7,10,26.119999999999997,13.1,19.619999999999997,0.0,0.0,0.0,0.0
2015-07-11,2015,7,11,28.3,15.6,21.979999999999997,0.0,0.0,0.0,0.0
2015-07-12,2015,7,12,27.880000000000003,17.7,22.82,0.0,0.0,0.0,0.0
2015-07-13,2015,7,13,27.48,17.28,22.4,0.0,0.0,0.0,0.0
2015-07-14,2015,7,14,25.32,16.18,20.78,2.7199999999999998,0.0,3.4599999999999995,0.0
2015-07-15,2015,7,15,21.380000000000003,12.04,16.759999999999998,0.0,0.0,0.04,0.0
2015-07-16,2015,7,16,22.48,13.02,17.779999999999998,0.0,0.0,0.0,0.0
2015-07-17,2015,7,17,20.639999999999997,15.560000000000002,18.119999999999997,2.6800000000000006,0.0,5.020000000000001,0.0
2015-07-18,2015,7,18,30.18,18.139999999999997,24.18,0.0,0.0,0.06,0.0
2015-07-19,2015,7,19,30.580000000000002,20.259999999999998,25.44,1.16,0.0,1.3199999999999998,0.0
2015-07-20,2015,7,20,28.080000000000002,16.72,22.419999999999998,0.0,0.0,0.0,0.0
